minute,h_rms,h_kurt,h_skew,h_crest,v_rms,v_kurt,v_skew,v_crest,temp_mean,bearing,split,energy,health_idx,rms_ratio,threshold,label,rul,rul_pct
20,0.3481890246331725,3.0776498259146026,0.0032463161210913236,3.730732182025157,0.5120913935153568,3.3695204482533665,0.027907163077918375,5.126038111024564,,Bearing1_2,demo,0.3834731921875,1.0716038910476586,0.6799353169422003,1.1832926554406946,0,851,0.9770378874856487
21,0.36691760080602565,2.9539923110824873,-0.04503788551262168,3.316820989221763,0.5081318657285233,3.2044680177684115,-0.04034556008501446,4.5145761450318975,,Bearing1_2,demo,0.3928265187500001,1.0838717715818331,0.7220913011583597,1.1832926554406946,0,850,0.9758897818599311
22,0.338963951116118,3.133120110691799,-0.07612709218989107,3.690657946108205,0.494023841782965,3.075573343175962,-0.05748400134834319,3.7528553134875127,,Bearing1_2,demo,0.35895611640625,1.0620147720414612,0.6861287285379705,1.1832926554406946,0,849,0.9747416762342136
23,0.3601844134866888,3.2455967258692446,-0.13714166208303952,4.064584542739094,0.4982856535945271,3.0733256029925298,0.012107880833642642,3.8150807391404524,,Bearing1_2,demo,0.37802140429687503,1.1690133531215312,0.7228472466858067,1.1832926554406946,0,848,0.9735935706084959
24,0.40560941273979945,7.178983076766892,-0.677226609054711,7.211371105816189,0.4965815969424109,3.0552216565735693,-0.03721399243564859,3.6227681628047828,,Bearing1_2,demo,0.411112278125,2.9118631098363776,0.8168031486072876,1.1832926554406946,0,847,0.9724454649827784
25,0.3422085444442102,3.532812822050296,-0.07234594474776569,4.2284157513578995,0.4941486812090315,3.0401065505042624,-0.007553871552592721,3.8085703173677636,,Bearing1_2,demo,0.36128960703125,1.2089587336276746,0.6925214146366,1.1832926554406946,0,846,0.9712973593570609
26,0.3537667597619935,3.0904763781766915,-0.0268160807922976,3.57014887575278,0.5105838516162159,3.105565556323178,-0.06380374412010174,3.781944911711105,,Bearing1_2,demo,0.38584678984375,1.0933078144285495,0.6928671127167527,1.1832926554406946,0,845,0.9701492537313433
27,0.36763475739346246,3.4578865158637133,-0.11157588397181732,4.817281184387178,0.5196972672714135,2.95191087015346,-0.040148923416423656,3.5693857106127167,,Bearing1_2,demo,0.40524056445312506,1.2712392703536814,0.7074017506697073,1.1832926554406946,0,844,0.9690011481056258
28,0.3197853961790235,3.2495906173717586,0.08250404226966525,3.846329489439172,0.48904152950248,3.212012802764293,0.08098126275586047,4.052825537354832,,Bearing1_2,demo,0.3414243171875,1.0391716229958654,0.6539023298296377,1.1832926554406946,0,843,0.9678530424799081
29,0.3446101012376161,3.037722236809073,-0.07803187043673869,4.616811851493842,0.5346205857457464,3.547413110822094,0.1307621578111898,4.754773885069664,,Bearing1_2,demo,0.404575292578125,1.0468297675585323,0.6445881617377839,1.1832926554406946,0,842,0.9667049368541906
30,0.3277197360407594,3.1198622195869548,-0.18328925108314015,4.7479593945836704,0.5329416104567648,3.122491682972322,-0.005400821973275726,3.6964649803604908,,Bearing1_2,demo,0.39142698554687505,1.0224404230865745,0.6149261551278696,1.1832926554406946,0,841,0.965556831228473
31,0.34566790420864935,3.12715163191515,-0.05178524391924291,4.177419951349148,0.5236772920893171,2.91305288688891,-0.07793518959349222,4.139954189986599,,Bearing1_2,demo,0.39372420624999993,1.0809559507467676,0.6600780839082383,1.1832926554406946,0,840,0.9644087256027555
32,0.34100662223225225,2.9397394373454584,-0.09027566736573016,3.583508119702647,0.5070801977529048,2.991615356442641,-0.07123866126162208,4.01908812181853,,Bearing1_2,demo,0.37341584335937505,1.0024706157721166,0.6724905115027405,1.1832926554406946,0,839,0.9632606199770379
33,0.3310740588174721,3.3253486475882195,0.031117211013864932,4.2347020620829765,0.513044503049565,3.0435074817460075,-0.07775341909934587,3.986008986444267,,Bearing1_2,demo,0.37282469453125,1.1009366737402235,0.6453125532078349,1.1832926554406946,0,838,0.9621125143513203
34,0.35824861740835795,3.2390701516669202,-0.09207638435399733,4.086547521612822,0.5349693595197765,3.242614582877727,-0.0805618450813321,3.5572130735721683,,Bearing1_2,demo,0.41453428749999993,1.1603924035233544,0.669661935517734,1.1832926554406946,0,837,0.9609644087256027
35,0.33174597009138634,2.9341464261055625,0.01699790665930076,3.4725365294879205,0.5332896056699634,3.094156719246696,0.04503290111268093,4.091585465742631,,Bearing1_2,demo,0.3944531921875001,0.9733912525185641,0.6220746962666643,1.1832926554406946,0,836,0.9598163030998852
36,0.3296171945179362,3.0280359494662843,0.027791303655610656,3.713398511927617,0.5193299769895823,3.0715643321144954,-0.1230374195740013,3.924287235297517,,Bearing1_2,demo,0.37835111992187503,0.9980927145625319,0.6346970298035602,1.1832926554406946,0,835,0.9586681974741676
37,0.3492771016685749,3.116671315400544,-0.04219945369655191,3.449982818508419,0.5290520653873539,3.125920454692351,0.020248352936419214,4.016617907053223,,Bearing1_2,demo,0.401890581640625,1.088581923896687,0.660194192328976,1.1832926554406946,0,834,0.9575200918484501
38,0.40561473407656184,30.22557314092768,1.0717559624258164,15.716884676149357,0.7846424068584523,75.05028793674602,-1.202911210034771,16.280027547219223,,Bearing1_2,demo,0.7801870191406249,12.259937811869051,0.5169421509903067,1.1832926554406946,0,833,0.9563719862227325
39,0.33994923621494577,2.9983324103215168,-0.09397353074724375,3.2651933919087885,0.5233088644176831,2.9227789769155774,0.05843457500779112,3.397611086979628,,Bearing1_2,demo,0.38941765078125,1.019280812807317,0.6496148998806137,1.1832926554406946,0,832,0.9552238805970149
40,0.3566047104726044,3.859423374371305,-0.03581020052609596,6.006650884001407,0.5540909450538106,3.828931914610402,0.12299473076562469,4.463166239458249,,Bearing1_2,demo,0.43418369492187503,1.376288555008881,0.6435851605450573,1.1832926554406946,0,831,0.9540757749712974
41,0.33407294359260076,3.0642914241378136,0.10144758055218177,3.7895915365265784,0.5236300145976165,3.291951843281915,0.029840186166212073,4.814468096248867,,Bearing1_2,demo,0.3857931238281251,1.0236968560872821,0.6379942586204209,1.1832926554406946,0,830,0.9529276693455798
42,0.33308981931961684,3.0260707508572287,0.01401692554719084,4.41622623760493,0.525267934233925,3.016072607812404,0.06274080985260122,3.474417303455278,,Bearing1_2,demo,0.38685523046875,1.0079533596514116,0.6341331670498357,1.1832926554406946,0,829,0.9517795637198623
43,0.3455233083897887,2.9935433202919017,-0.04734951635575574,3.4353688183530453,0.527852871457805,3.048233977044679,-0.03461844668204186,3.5975933869520325,,Bearing1_2,demo,0.39801501054687505,1.0343389918354107,0.6545826051508488,1.1832926554406946,0,828,0.9506314580941446
44,0.32488226172626755,2.965980674781977,-0.018648243236741597,3.268876527853989,0.5289085149508372,2.983842334401034,-0.009742474332270292,3.5336924001315366,,Bearing1_2,demo,0.38529270117187503,0.9635945098595698,0.6142503891097602,1.1832926554406946,0,827,0.9494833524684271
45,0.3149500183560877,2.8429716581472455,0.03700184324933184,3.5275438478975754,0.5170494540086324,2.9368084096943963,-0.026024445238100283,4.026694126559449,,Bearing1_2,demo,0.36653365195312493,0.8953939759193121,0.6091293885046827,1.1832926554406946,0,826,0.9483352468427095
46,0.3281434982880965,3.4510596425330275,-0.07198046233633737,6.1467010923815,0.5176508106037795,3.2222893312952627,-0.018054518211304587,3.99303924046749,,Bearing1_2,demo,0.3756405171875,1.1324427839016555,0.633908980595329,1.1832926554406946,0,825,0.947187141216992
47,0.35919805643961944,3.1393694873165576,-0.09259823348605295,4.092449759225964,0.5364706990484196,3.190781873261861,-0.07029621533868599,4.853946364887263,,Bearing1_2,demo,0.41682405468750006,1.127655418289952,0.6695576410924208,1.1832926554406946,0,824,0.9460390355912744
48,0.3511837582110682,2.9750049954345217,-0.04010657038480683,3.878311475878622,0.5286754136223378,2.9036199909872207,-0.031043176147613982,3.762232833934339,,Bearing1_2,demo,0.40282772499999997,1.044773434993397,0.6642710224418857,1.1832926554406946,0,823,0.9448909299655568
49,0.33399839714716445,3.166621618964395,0.0313447132920298,3.9640908786164553,0.510676195031524,2.897704123976349,0.04268601999986614,3.581525862056177,,Bearing1_2,demo,0.3723451054687501,1.057646545105667,0.6540316539965509,1.1832926554406946,0,822,0.9437428243398392
50,0.3297372675707131,3.222652221840448,-0.05258591413382138,3.542214103521973,0.5384471821532266,3.0035062397893886,-0.028220973027168927,3.8908180208745926,,Bearing1_2,demo,0.39865203359375007,1.0626285379603568,0.6123855373143986,1.1832926554406946,0,821,0.9425947187141217
51,0.324683751782985,2.989263293915026,0.03848995855535766,3.3909919840916367,0.4987353620189018,3.031236751584597,0.05200065099714905,3.6452197660020285,,Bearing1_2,demo,0.35415650000000004,0.9705652213354943,0.6510140965694459,1.1832926554406946,0,820,0.9414466130884042
52,0.35492762906682823,3.0556079591007737,0.00715688753358333,3.995180660712922,0.5234960373984459,2.9191347202695153,0.01650751673843018,3.2951538816664323,,Bearing1_2,demo,0.400021723046875,1.0845196882813675,0.6779948710837884,1.1832926554406946,0,819,0.9402985074626866
53,0.35487685749337755,2.9885722912385613,0.007701429472344975,3.8013186014673894,0.5140021009350302,3.132378631478687,-0.02725809640645375,4.227609178297709,,Bearing1_2,demo,0.39013574374999993,1.0605751431065238,0.6904190783605666,1.1832926554406946,0,818,0.939150401836969
54,0.33654152093389605,2.9901100495329485,0.022583093922946683,3.5805388776341625,0.529894684038135,3.022950395121546,0.06427493134263491,3.3969014105655173,,Bearing1_2,demo,0.3940485714843749,1.0062961838295457,0.6351102029069723,1.1832926554406946,0,817,0.9380022962112514
55,0.3291905662473486,2.8451358569374654,0.06017532385949325,3.7850416365980277,0.5250712310308479,2.927819939648509,0.050119924252505395,3.431915315792537,,Bearing1_2,demo,0.3840662265625,0.9365918837958797,0.6269445861166676,1.1832926554406946,0,816,0.9368541905855339
56,0.3804410120792381,3.6893937232910354,0.028257063376020495,4.847006345181397,0.5984789842018264,19.37846584845479,-0.0017829422052364815,11.512517867336202,,Bearing1_2,demo,0.502912458203125,1.40359668204763,0.635679817480878,1.1832926554406946,0,815,0.9357060849598163
57,0.35500082966452345,3.32714516035417,0.033017366991356906,4.0873143901169655,0.53399034181926,2.9029844828066143,-0.06618150270198724,3.5712256389242727,,Bearing1_2,demo,0.4111712742187501,1.1811392923400343,0.6648075839541555,1.1832926554406946,0,814,0.9345579793340988
58,0.34539261231332813,3.1769125239759055,-0.10253136830679851,4.183644780076483,0.5413008564444546,3.0306402548525795,0.018252869128440537,3.3234752508695804,,Bearing1_2,demo,0.412302673828125,1.0972821157469668,0.6380788198710188,1.1832926554406946,0,813,0.9334098737083811
59,0.3500310912529771,3.439270865497884,-0.05565510887610146,4.7738616405219165,0.5907870617606228,20.678957611854088,-1.004646536928467,11.515147231854831,,Bearing1_2,demo,0.4715511171874999,1.2038517341647954,0.5924826613794757,1.1832926554406946,0,812,0.9322617680826636
60,0.35921195866785954,2.923057400700344,0.05188187286335562,3.4408653994695206,0.5323631418907117,3.0115204179321364,0.0128561989586466,3.5088830399017215,,Bearing1_2,demo,0.41244374609375006,1.049997174204153,0.6747498647583908,1.1832926554406946,0,811,0.931113662456946
61,0.3829696478467648,12.10216883492683,0.04605780455724366,11.058317604816276,0.7473502178007811,87.36521169077989,2.457852754954727,19.302864513134065,,Bearing1_2,demo,0.7051980992187501,4.63476333689402,0.5124366571555816,1.1832926554406946,0,810,0.9299655568312285
62,0.3901280223569245,9.936428844061759,0.34927461814089156,10.619590907385906,0.6671467180158912,48.351544547034095,-1.0211820245592373,14.39113727054593,,Bearing1_2,demo,0.5972846171875,3.8764793342241153,0.5847709525311056,1.1832926554406946,0,809,0.928817451205511
63,0.3343344858633342,2.9078734359232925,-0.018769093847522365,3.810555158045279,0.525687555730588,3.1608911027552726,-0.03405130865394398,4.5806676861417275,,Bearing1_2,demo,0.38812695468750014,0.9722023701550611,0.6359946732288335,1.1832926554406946,0,808,0.9276693455797933
64,0.34292575784070956,3.287013875257514,-0.047676360029688274,5.353928532593451,0.5691526033828712,11.778469413927391,0.319354510921307,9.818104961314074,,Bearing1_2,demo,0.4415327613281249,1.1272017242056105,0.6025198781485713,1.1832926554406946,0,807,0.9265212399540758
65,0.3562339393309542,3.6189623157077384,-0.019235305163671713,4.701966361418663,0.5317964311093344,3.4048113437496204,-0.09781414337219757,4.313680696922538,,Bearing1_2,demo,0.409710063671875,1.2891972020148401,0.6698689908805453,1.1832926554406946,0,806,0.9253731343283582
66,0.3492614450970075,2.9548815988431105,-0.007151970927906603,3.810898735900335,0.5115168290547731,3.213577354287163,0.007198116653898996,4.799451083665468,,Bearing1_2,demo,0.38363302343750005,1.0320262173025008,0.6827956082297598,1.1832926554406946,0,805,0.9242250287026407
67,0.38054484634287855,8.18223778104657,-0.4261149614532439,7.859783223864949,0.7333110007548809,69.56850401738375,-1.7034436065761545,15.037276117697566,,Bearing1_2,demo,0.68255940390625,3.1137084191292628,0.5189405933256145,1.1832926554406946,0,804,0.9230769230769231
68,0.39617151332314393,30.758490286456485,0.41855617338840195,14.357417954795617,0.7397366064181223,76.02843050442803,1.5560112844692342,16.021919012209445,,Bearing1_2,demo,0.70416211484375,12.185637644320689,0.5355575340605192,1.1832926554406946,0,803,0.9219288174512055
69,0.41427381777485045,16.33785863360158,-0.054089464864713215,11.137561199664953,0.809715681437395,126.21824111425808,1.8067116398256697,19.79213243044975,,Bearing1_2,demo,0.8272622808593749,6.768347070407929,0.5116287442127947,1.1832926554406946,0,802,0.9207807118254879
70,0.41003567489609977,39.892263657550785,-0.714610489579109,15.052348798817828,0.8246948907872687,133.11615319532916,-4.077440040530903,19.756397402281426,,Bearing1_2,demo,0.848250917578125,16.35725125195699,0.4971968166402432,1.1832926554406946,0,801,0.9196326061997704
71,0.3590798962278451,3.7402814848096013,0.045714541254206965,5.402697337944957,0.6488705298078539,26.487528931954994,1.423259652687594,12.179625419453561,,Bearing1_2,demo,0.549971336328125,1.343059887428362,0.553392208736595,1.1832926554406946,0,800,0.9184845005740528
72,0.32487528737001525,3.307261324086464,-0.034078627403611984,4.330892666404676,0.5058329474274338,3.010914570868594,-0.034915245918067175,3.8293274676318845,,Bearing1_2,demo,0.36141092304687494,1.074447473070327,0.6422580584756461,1.1832926554406946,0,799,0.9173363949483353
73,0.3326295917571075,2.917392044051643,-0.08234534458237674,3.487362605123593,0.5072140161737696,3.020036316846233,-0.041625416386292344,3.7755265796250703,,Bearing1_2,demo,0.36790850351562504,0.9704109246083314,0.655797317295255,1.1832926554406946,0,798,0.9161882893226176
74,0.34324199906461766,3.7745148140378757,0.08233137633775843,4.976081027837298,0.5437466350470593,3.273335124514659,0.0005892352795899773,4.090140253279006,,Bearing1_2,demo,0.41347547304687493,1.295572010269374,0.6312535587528882,1.1832926554406946,0,797,0.9150401836969001
75,0.3544662652540083,3.41335019500774,0.004005485517342329,4.065266968524809,0.5130110611167414,3.0342845828493576,0.04366226161664038,3.434623798989735,,Bearing1_2,demo,0.38882668203125004,1.2099174956284346,0.6909524792534504,1.1832926554406946,0,796,0.9138920780711826
76,0.3414458240793845,3.2166008658989544,-0.06176738349273186,4.161714390314092,0.54782631970589,3.4916322373834072,-0.03590920786424948,4.65475992629112,,Bearing1_2,demo,0.41669892734375,1.0982949333913303,0.6232738573776845,1.1832926554406946,0,795,0.912743972445465
77,0.3451809296857954,3.238678093266779,-0.07657184953742395,4.171725248244747,0.5590728793055517,3.025927679632271,0.018119205951096222,4.443070110360523,,Bearing1_2,demo,0.43171235859375,1.1179299151868458,0.6174166943979517,1.1832926554406946,0,794,0.9115958668197475
78,0.3310423948492096,3.045077653550154,0.03006216956942523,3.7608476104428106,0.5332887706399085,3.0227131239858225,-0.03589953583067679,3.515918772110168,,Bearing1_2,demo,0.39398598007812496,1.0080497989330548,0.6207563565068621,1.1832926554406946,0,793,0.9104477611940298
79,0.35682916135123405,5.688230007985974,-0.25385337621878123,6.9360923023614625,0.7387051548888602,38.31143410561726,-0.8971839999783221,11.32522217220233,,Bearing1_2,demo,0.6730123562500001,2.029726343322558,0.48304679953380447,1.1832926554406946,0,792,0.9092996555683123
80,0.3586933813117758,3.36185140107506,-0.11365416349152545,4.1511777946374915,0.5360028400402838,3.105125222836336,0.06932980607793866,3.5802049099175584,,Bearing1_2,demo,0.415959986328125,1.2058738465193442,0.6692005225487563,1.1832926554406946,0,791,0.9081515499425947
81,0.3401098185467085,3.162980088246231,0.0485762108250715,3.739968475656679,0.528488210162961,2.9939764243675726,-0.01869810622539644,3.250782073539864,,Bearing1_2,demo,0.39497447695312504,1.0757605838802777,0.6435523278717652,1.1832926554406946,0,790,0.9070034443168772
82,0.3433277508900934,3.019574660474843,-0.026907369110608405,3.71365261422398,0.5363851432273269,3.0237253589267423,-0.043358010256922756,3.7379857084827135,,Bearing1_2,demo,0.40558296640624997,1.0367037768255452,0.6400769197004209,1.1832926554406946,0,789,0.9058553386911596
83,0.3377650388722536,3.1434994300673327,-0.019572035383174577,4.1004835912392155,0.5188679816888637,3.0581498866596615,0.016181551482961905,3.4343996209909253,,Bearing1_2,demo,0.38330920390625,1.0617642071915998,0.6509652746771861,1.1832926554406946,0,788,0.904707233065442
84,0.33599026039176344,2.9618111144580332,0.0288883269688578,3.5685558213655204,0.5389239637201848,3.3119319241019554,0.01477850409152278,4.278896755033537,,Bearing1_2,demo,0.4033284937500001,0.9951396875779737,0.6234465015231105,1.1832926554406946,0,787,0.9035591274397244
85,0.33355565444071694,3.2507581799728675,-0.07937908950285236,4.2601586291697515,0.5199508427786708,4.360098099232375,-0.04761975377654318,6.687170619341315,,Bearing1_2,demo,0.38160825351562494,1.0843087721493638,0.6415138246851326,1.1832926554406946,0,786,0.9024110218140069
86,0.34523226160532133,3.4484114335613,0.0006087524821658419,4.356487405234925,0.5053882955677496,3.4686886878132577,-0.011475672825018627,4.564806941070632,,Bearing1_2,demo,0.37460264375,1.190502878154016,0.6831030001088311,1.1832926554406946,0,785,0.9012629161882894
87,0.34352977832169074,3.020237747253499,0.03974327401570985,3.3825306363211927,0.5409239902992379,3.074397425596777,-0.0634434985668013,3.608640094811277,,Bearing1_2,demo,0.41061147187499997,1.0375416037927971,0.6350795746673601,1.1832926554406946,0,784,0.9001148105625718
88,0.362043233778785,3.181341998839907,-0.050535494219149824,4.455269009501902,0.6248322962503619,24.353283148998546,-0.6001764141920377,12.136056417525493,,Bearing1_2,demo,0.5214907015624999,1.1517833450162636,0.5794246478166912,1.1832926554406946,0,783,0.8989667049368542
89,0.3456103500511812,3.2150941233765034,0.054046096888280014,4.8956867155739525,0.5370960578803619,3.0850754699607816,-0.042584757031569706,4.5727388304343135,,Bearing1_2,demo,0.40791868945312504,1.1111698054276489,0.6434795868203641,1.1832926554406946,0,782,0.8978185993111366
90,0.37527654750780126,18.65714110059561,0.8270963123561412,13.667254276065979,0.8946477206926897,153.88038070855646,4.34274842662116,20.444918793056917,,Bearing1_2,demo,0.94122703125,7.00158749859742,0.41946851079860936,1.1832926554406946,0,781,0.8966704936854191
91,0.35336093887836556,3.048575798932759,-0.04183172975883032,3.390301156272814,0.5396716478563609,3.102641880749527,-0.03262677199291026,3.956109252885267,,Bearing1_2,demo,0.416109440625,1.0772476065527432,0.6547702471070815,1.1832926554406946,0,780,0.8955223880597015
92,0.32747909045845963,3.107092654859381,-0.09999956114809391,3.847573895027268,0.5205718126343137,3.1988959972543416,-0.004669448393777694,4.028262669439334,,Bearing1_2,demo,0.37823756679687504,1.0175078765835108,0.6290757238126304,1.1832926554406946,0,779,0.894374282433984
93,0.34802523087863185,2.80569369027531,0.10020613452776204,3.637667293374285,0.5479007811781481,3.0544680278956093,0.05174733776086505,4.250769627608282,,Bearing1_2,demo,0.42131682734375,0.9764521943327854,0.6351975434221457,1.1832926554406946,0,778,0.8932261768082663
94,0.3437056164528738,3.200631460455863,-0.035213498677530736,4.582409841876153,0.5244583604777409,3.1934569006063356,0.01210782017124185,4.450305639953717,,Bearing1_2,demo,0.39319012265625,1.1000750091544442,0.6553534879002237,1.1832926554406946,0,777,0.8920780711825488
95,0.364609585185819,6.390132456073031,0.33873224182163914,7.78915342495374,0.7958955596036926,57.58510780770636,-1.1137878400101833,13.916398784940492,,Bearing1_2,demo,0.7663898914062501,2.3299035440912266,0.458112349451051,1.1832926554406946,0,776,0.8909299655568312
96,0.34332274299756926,3.6899750640747717,-0.010916444833915247,4.7593701053927315,0.5503244785039323,3.2835790366203432,0.08780488502779828,4.504615179555065,,Bearing1_2,demo,0.4207275375,1.266852360590782,0.6238551178152999,1.1832926554406946,0,775,0.8897818599311137
97,0.3450409390338703,9.382857014624163,-0.1713437679937585,8.685925813682104,0.7359874295695376,95.45951291662948,2.6122249035492846,18.822332340947824,,Bearing1_2,demo,0.66073074609375,3.237469795146458,0.4688136301008067,1.1832926554406946,0,774,0.8886337543053962
98,0.37261865664677873,12.141953471043065,0.043231286754339585,9.763332925308362,0.8324543446565102,124.15193791344869,4.0600847887119516,20.475597379440188,,Bearing1_2,demo,0.8318248992187499,4.524318391447759,0.44761452515803163,1.1832926554406946,0,773,0.8874856486796785
99,0.3436463230015709,2.7763343411134773,-0.01951023674907656,3.1602258688477605,0.5385382690092693,2.9958545847208633,-0.030972799058335537,3.5559218533668346,,Bearing1_2,demo,0.40811626250000005,0.9540770877466355,0.6381093826361794,1.1832926554406946,0,772,0.886337543053961
100,0.3408371438000119,2.91375045227284,-0.0631464385837994,3.3417719294530217,0.5527013490575178,2.979372921263731,-0.0038219886853673676,3.6855346980878503,,Bearing1_2,demo,0.42164873984375006,0.9931143818986676,0.6166750701161525,1.1832926554406946,0,771,0.8851894374282434
101,0.3456375562818659,3.1702278894152895,0.1382104669800507,5.199087792458079,0.5669445736660463,3.4069233524747427,0.024387061898448883,4.0550701186333225,,Bearing1_2,demo,0.44089146992187506,1.095749820554118,0.609649640770371,1.1832926554406946,0,770,0.8840413318025259
102,0.33808672784786303,3.245560060326928,-0.01224485205266994,3.901365806360211,0.5476408594485075,3.3252892304007715,-0.04468036179548707,4.278351330343838,,Bearing1_2,demo,0.4142131464843749,1.097280780829644,0.617351173487998,1.1832926554406946,0,769,0.8828932261768083
103,0.35061403002001357,3.6841920984576793,-0.05990412002996014,4.480710596385016,0.5271466244526991,3.0319198617469896,-0.06062286731484655,3.869891041664178,,Bearing1_2,demo,0.40081376171875,1.2917294390081375,0.6651167115390634,1.1832926554406946,0,768,0.8817451205510907
104,0.35176715543186377,2.8787534129682952,-0.001143466775365691,3.854822653780054,0.5492503299953492,3.0790453717847774,-0.026424821419271907,3.7214360884319615,,Bearing1_2,demo,0.425416056640625,1.0126508992696266,0.6404496011761938,1.1832926554406946,0,767,0.8805970149253731
